cubo de 0 = 0.000000 
cubo de 1 = 1.000000 
cubo de 2 = 8.000000 
cubo de 3 = 27.000000 
cubo de 4 = 64.000000 
cubo de 5 = 125.000000 
cubo de 6 = 216.000000 
cubo de 7 = 343.000000 
cubo de 8 = 512.000000 
cubo de 9 = 729.000000 
cubo de 10 = 1000.000000 
cubo de 11 = 1331.000000 
cubo de 12 = 1728.000000 
cubo de 13 = 2197.000000 
cubo de 14 = 2744.000000 
cubo de 15 = 3375.000000 
cubo de 16 = 4096.000000 
cubo de 17 = 4913.000000 
cubo de 18 = 5832.000000 
cubo de 19 = 6859.000000 
cubo de 20 = 8000.000000 
cubo de 21 = 9261.000000 
cubo de 22 = 10648.000000 
cubo de 23 = 12167.000000 
cubo de 24 = 13824.000000 
cubo de 25 = 15625.000000 
cubo de 26 = 17576.000000 
cubo de 27 = 19683.000000 
cubo de 28 = 21952.000000 
cubo de 29 = 24389.000000 
cubo de 30 = 27000.000000 
cubo de 31 = 29791.000000 
cubo de 32 = 32768.000000 
cubo de 33 = 35937.000000 
cubo de 34 = 39304.000000 
cubo de 35 = 42875.000000 
cubo de 36 = 46656.000000 
cubo de 37 = 50653.000000 
cubo de 38 = 54872.000000 
cubo de 39 = 59319.000000 
cubo de 40 = 64000.000000 
cubo de 41 = 68921.000000 
cubo de 42 = 74088.000000 
cubo de 43 = 79507.000000 
cubo de 44 = 85184.000000 
cubo de 45 = 91125.000000 
cubo de 46 = 97336.000000 
cubo de 47 = 103823.000000 
cubo de 48 = 110592.000000 
cubo de 49 = 117649.000000 
cubo de 50 = 125000.000000 
cubo de 51 = 132651.000000 
cubo de 52 = 140608.000000 
cubo de 53 = 148877.000000 
cubo de 54 = 157464.000000 
cubo de 55 = 166375.000000 
cubo de 56 = 175616.000000 
cubo de 57 = 185193.000000 
cubo de 58 = 195112.000000 
cubo de 59 = 205379.000000 
cubo de 60 = 216000.000000 
cubo de 61 = 226981.000000 
cubo de 62 = 238328.000000 
cubo de 63 = 250047.000000 
cubo de 64 = 262144.000000 
cubo de 65 = 274625.000000 
cubo de 66 = 287496.000000 
cubo de 67 = 300763.000000 
cubo de 68 = 314432.000000 
cubo de 69 = 328509.000000 
cubo de 70 = 343000.000000 
cubo de 71 = 357911.000000 
cubo de 72 = 373248.000000 
cubo de 73 = 389017.000000 
cubo de 74 = 405224.000000 
cubo de 75 = 421875.000000 
cubo de 76 = 438976.000000 
cubo de 77 = 456533.000000 
cubo de 78 = 474552.000000 
cubo de 79 = 493039.000000 
cubo de 80 = 512000.000000 
cubo de 81 = 531441.000000 
cubo de 82 = 551368.000000 
cubo de 83 = 571787.000000 
cubo de 84 = 592704.000000 
cubo de 85 = 614125.000000 
cubo de 86 = 636056.000000 
cubo de 87 = 658503.000000 
cubo de 88 = 681472.000000 
cubo de 89 = 704969.000000 
cubo de 90 = 729000.000000 
cubo de 91 = 753571.000000 
cubo de 92 = 778688.000000 
cubo de 93 = 804357.000000 
cubo de 94 = 830584.000000 
cubo de 95 = 857375.000000 
cubo de 96 = 884736.000000 
cubo de 97 = 912673.000000 
cubo de 98 = 941192.000000 
cubo de 99 = 970299.000000 
cubo de 100 = 1000000.000000 
cubo de 101 = 1030301.000000 
cubo de 102 = 1061208.000000 
cubo de 103 = 1092727.000000 
cubo de 104 = 1124864.000000 
cubo de 105 = 1157625.000000 
cubo de 106 = 1191016.000000 
cubo de 107 = 1225043.000000 
cubo de 108 = 1259712.000000 
cubo de 109 = 1295029.000000 
cubo de 110 = 1331000.000000 
cubo de 111 = 1367631.000000 
cubo de 112 = 1404928.000000 
cubo de 113 = 1442897.000000 
cubo de 114 = 1481544.000000 
cubo de 115 = 1520875.000000 
cubo de 116 = 1560896.000000 
cubo de 117 = 1601613.000000 
cubo de 118 = 1643032.000000 
cubo de 119 = 1685159.000000 
cubo de 120 = 1728000.000000 
cubo de 121 = 1771561.000000 
cubo de 122 = 1815848.000000 
cubo de 123 = 1860867.000000 
cubo de 124 = 1906624.000000 
cubo de 125 = 1953125.000000 
cubo de 126 = 2000376.000000 
cubo de 127 = 2048383.000000 
cubo de 128 = 2097152.000000 
cubo de 129 = 2146689.000000 
cubo de 130 = 2197000.000000 
cubo de 131 = 2248091.000000 
cubo de 132 = 2299968.000000 
cubo de 133 = 2352637.000000 
cubo de 134 = 2406104.000000 
cubo de 135 = 2460375.000000 
cubo de 136 = 2515456.000000 
cubo de 137 = 2571353.000000 
cubo de 138 = 2628072.000000 
cubo de 139 = 2685619.000000 
cubo de 140 = 2744000.000000 
cubo de 141 = 2803221.000000 
cubo de 142 = 2863288.000000 
cubo de 143 = 2924207.000000 
cubo de 144 = 2985984.000000 
cubo de 145 = 3048625.000000 
cubo de 146 = 3112136.000000 
